<built-in function id>,score
22688,1.0
22689,1.0
22690,1.0
22691,0.5
22692,1.0
22693,1.0
22694,1.0
22695,1.0
22696,1.0
22697,1.0
22698,1.0
22699,1.0
22700,0.5
22701,1.0
22702,1.0
22703,1.0
22704,0.0
22705,1.0
22706,0.5
22707,0.5
22708,1.0
22709,1.0
22710,1.0
22711,1.0
22712,1.0
22713,1.0
22714,1.0
22715,1.0
22716,1.0
22717,1.0
22718,1.0
22719,1.0
22720,1.0
22721,1.0
22722,0.5
22723,1.0
22724,1.0
22725,1.0
22726,0.5
22727,1.0
22728,0.5
22729,0.5
22730,1.0
22731,1.0
22732,1.0
22733,0.5
22734,1.0
22735,1.0
22736,1.0
22737,1.0
22738,1.0
22739,1.0
22740,0.5
22741,1.0
22742,1.0
22743,0.5
22744,1.0
22745,1.0
22746,1.0
22747,1.0
22748,1.0
22749,1.0
22750,1.0
22751,0.5
22752,1.0
22753,1.0
22754,1.0
22755,1.0
22756,1.0
22757,1.0
22758,1.0
22759,1.0
22760,1.0
22761,1.0
22762,1.0
22763,1.0
22764,0.5
22765,1.0
22766,1.0
22767,0.5
22768,1.0
22769,1.0
22770,1.0
22771,1.0
22772,1.0
22773,0.5
22774,1.0
22775,1.0
22776,1.0
22777,1.0
22778,1.0
22779,0.5
22780,1.0
22781,1.0
22782,1.0
22783,1.0
22784,1.0
22785,1.0
22786,1.0
22787,1.0
22788,1.0
22789,0.5
22790,1.0
22791,0.5
22792,1.0
22793,1.0
22794,1.0
22795,1.0
22796,1.0
22797,0.5
22798,1.0
22799,1.0
22800,1.0
22801,1.0
22802,1.0
22803,1.0
22804,1.0
22805,0.5
22806,1.0
22807,1.0
22808,1.0
22809,1.0
22810,1.0
22811,1.0
22812,1.0
22813,1.0
22814,1.0
22815,1.0
22816,1.0
22817,1.0
22818,1.0
22819,0.0
22820,0.5
22821,0.5
22822,1.0
22823,1.0
22824,1.0
22825,1.0
22826,0.5
22827,1.0
22828,1.0
22829,1.0
22830,1.0
22831,1.0
22832,1.0
22833,1.0
22834,0.0
22835,1.0
22836,1.0
22837,1.0
22838,1.0
22839,0.5
22840,1.0
22841,0.5
22842,1.0
22843,1.0
22844,0.0
22845,1.0
22846,1.0
22847,1.0
22848,1.0
22849,0.5
22850,1.0
22851,1.0
22852,1.0
22853,1.0
22854,1.0
22855,1.0
22856,0.0
22857,1.0
22858,0.5
22859,1.0
22860,1.0
22861,1.0
22862,1.0
22863,1.0
22864,0.5
22865,1.0
22866,1.0
22867,1.0
22868,1.0
22869,0.5
22870,1.0
22871,1.0
22872,1.0
22873,1.0
22874,1.0
22875,1.0
22876,1.0
22877,1.0
22878,1.0
22879,1.0
22880,1.0
22881,0.5
22882,1.0
22883,1.0
22884,0.0
22885,1.0
22886,0.0
22887,1.0
22888,1.0
22889,1.0
22890,1.0
22891,1.0
22892,1.0
22893,1.0
22894,1.0
22895,1.0
22896,1.0
22897,1.0
22898,1.0
22899,1.0
22900,0.5
22901,1.0
22902,0.5
22903,1.0
22904,1.0
22905,1.0
22906,1.0
22907,1.0
22908,0.5
22909,1.0
22910,1.0
22911,1.0
22912,1.0
22913,1.0
22914,1.0
22915,1.0
22916,1.0
22917,1.0
22918,0.5
22919,1.0
22920,1.0
22921,0.0
22922,1.0
22923,1.0
22924,0.5
22925,1.0
22926,1.0
22927,0.5
22928,1.0
22929,1.0
22930,1.0
22931,1.0
22932,1.0
22933,1.0
22934,1.0
22935,1.0
22936,1.0
22937,1.0
22938,0.5
22939,1.0
22940,1.0
22941,1.0
22942,1.0
22943,1.0
22944,1.0
22945,1.0
22946,0.5
22947,1.0
22948,1.0
22949,1.0
22950,1.0
22951,1.0
22952,1.0
22953,1.0
22954,1.0
22955,1.0
22956,1.0
22957,1.0
22958,1.0
22959,0.5
22960,0.5
22961,0.5
22962,1.0
22963,1.0
22964,0.5
22965,1.0
22966,1.0
22967,1.0
22968,1.0
22969,1.0
22970,0.5
22971,1.0
22972,1.0
22973,0.5
22974,0.5
22975,0.5
22976,0.0
22977,1.0
22978,1.0
22979,1.0
22980,1.0
22981,1.0
22982,1.0
22983,1.0
22984,0.5
22985,1.0
22986,1.0
22987,1.0
22988,1.0
22989,1.0
22990,1.0
22991,1.0
22992,1.0
22993,1.0
22994,1.0
22995,0.5
22996,0.0
22997,0.5
22998,0.5
22999,1.0
23000,1.0
23001,0.0
23002,1.0
23003,1.0
23004,1.0
23005,1.0
23006,1.0
23007,0.0
23008,1.0
23009,1.0
23010,1.0
23011,1.0
23012,0.5
23013,1.0
23014,1.0
23015,1.0
23016,0.5
23017,1.0
23018,1.0
23019,1.0
23020,1.0
23021,0.5
23022,0.0
23023,1.0
23024,1.0
23025,1.0
23026,1.0
23027,1.0
23028,1.0
23029,0.5
23030,0.5
23031,0.5
23032,1.0
23033,0.5
23034,1.0
23035,1.0
23036,0.0
23037,0.5
23038,1.0
23039,1.0
23040,1.0
23041,1.0
23042,1.0
23043,0.0
23044,1.0
23045,1.0
23046,1.0
23047,1.0
23048,0.5
23049,1.0
23050,1.0
23051,1.0
23052,0.5
23053,1.0
23054,0.5
23055,0.5
23056,1.0
23057,1.0
23058,1.0
23059,0.0
23060,0.5
23061,0.5
23062,1.0
23063,0.0
23064,1.0
23065,1.0
23066,1.0
23067,0.5
23068,0.5
23069,1.0
23070,1.0
23071,1.0
23072,1.0
23073,1.0
23074,0.5
23075,1.0
23076,1.0
23077,1.0
23078,0.5
23079,0.5
23080,0.0
23081,1.0
23082,1.0
23083,1.0
23084,1.0
23085,0.5
23086,0.5
23087,1.0
23088,0.5
23089,0.5
23090,1.0
23091,1.0
23092,1.0
23093,1.0
23094,1.0
23095,0.5
23096,1.0
23097,1.0
23098,1.0
23099,1.0
23100,1.0
23101,1.0
23102,1.0
23103,0.0
23104,1.0
23105,1.0
23106,1.0
23107,1.0
23108,1.0
23109,1.0
23110,0.5
23111,1.0
23112,1.0
23113,1.0
23114,1.0
23115,1.0
23116,0.0
23117,1.0
23118,1.0
23119,1.0
23120,1.0
23121,1.0
23122,0.5
23123,1.0
23124,1.0
23125,1.0
23126,1.0
23127,1.0
23128,1.0
23129,1.0
23130,0.5
23131,1.0
23132,0.5
23133,0.5
23134,0.5
23135,0.5
23136,0.5
23137,1.0
23138,1.0
23139,1.0
23140,1.0
23141,1.0
23142,1.0
23143,1.0
23144,1.0
23145,1.0
23146,0.5
23147,1.0
23148,1.0
23149,1.0
23150,1.0
23151,1.0
23152,1.0
23153,1.0
23154,1.0
23155,1.0
23156,0.5
23157,0.5
23158,1.0
23159,1.0
23160,1.0
23161,1.0
23162,1.0
23163,1.0
23164,1.0
23165,1.0
23166,1.0
23167,1.0
23168,0.0
23169,1.0
23170,1.0
23171,1.0
23172,0.5
23173,1.0
23174,1.0
23175,0.0
23176,1.0
23177,0.0
23178,1.0
23179,1.0
23180,1.0
23181,1.0
23182,1.0
23183,0.5
23184,1.0
23185,1.0
23186,1.0
23187,0.5
23188,0.0
23189,0.0
23190,1.0
23191,0.5
23192,1.0
23193,0.5
23194,1.0
23195,0.0
23196,1.0
23197,1.0
23198,1.0
23199,1.0
23200,1.0
23201,1.0
23202,1.0
23203,0.5
23204,0.5
23205,0.0
23206,1.0
23207,1.0
23208,0.5
23209,0.5
23210,1.0
23211,1.0
23212,1.0
23213,1.0
23214,1.0
23215,1.0
23216,1.0
23217,1.0
23218,1.0
23219,0.5
23220,1.0
23221,1.0
23222,1.0
23223,1.0
23224,0.5
23225,1.0
23226,0.5
23227,1.0
23228,0.5
23229,1.0
23230,1.0
23231,1.0
23232,1.0
23233,0.5
23234,1.0
23235,1.0
23236,1.0
23237,0.5
23238,0.5
23239,1.0
23240,1.0
23241,1.0
23242,1.0
23243,1.0
23244,1.0
23245,1.0
23246,1.0
23247,1.0
23248,1.0
23249,1.0
23250,1.0
23251,0.5
23252,1.0
23253,0.5
23254,0.0
23255,0.0
23256,0.0
23257,1.0
23258,1.0
23259,1.0
23260,1.0
23261,1.0
23262,1.0
23263,1.0
23264,0.5
23265,1.0
23266,0.5
23267,1.0
23268,0.0
23269,1.0
23270,1.0
23271,1.0
23272,1.0
23273,1.0
23274,1.0
23275,0.0
23276,1.0
23277,1.0
23278,0.5
23279,1.0
23280,1.0
23281,1.0
23282,1.0
23283,1.0
23284,1.0
23285,1.0
23286,0.5
23287,1.0
23288,1.0
23289,1.0
23290,1.0
23291,1.0
23292,1.0
23293,1.0
23294,1.0
23295,0.0
23296,1.0
23297,1.0
23298,1.0
23299,0.0
23300,1.0
23301,0.0
23302,1.0
23303,1.0
23304,1.0
23305,1.0
23306,1.0
23307,1.0
23308,1.0
23309,1.0
23310,1.0
23311,0.5
23312,0.5
23313,1.0
23314,0.0
23315,1.0
23316,0.5
23317,0.5
23318,1.0
23319,1.0
23320,1.0
23321,1.0
23322,0.5
23323,0.5
23324,1.0
23325,0.5
23326,1.0
23327,1.0
23328,1.0
23329,1.0
23330,0.5
23331,1.0
23332,1.0
23333,1.0
23334,1.0
23335,1.0
23336,1.0
23337,0.0
23338,1.0
23339,1.0
23340,1.0
23341,1.0
23342,1.0
23343,1.0
23344,1.0
23345,1.0
23346,1.0
23347,1.0
23348,1.0
23349,0.5
23350,0.0
23351,1.0
23352,1.0
23353,0.5
23354,1.0
23355,1.0
23356,1.0
23357,1.0
23358,1.0
23359,1.0
23360,1.0
23361,1.0
23362,1.0
23363,0.5
23364,1.0
23365,1.0
23366,1.0
23367,1.0
23368,0.0
23369,1.0
23370,1.0
23371,1.0
23372,1.0
23373,1.0
23374,0.0
23375,0.5
23376,1.0
23377,1.0
23378,1.0
23379,1.0
23380,0.5
23381,1.0
23382,1.0
23383,0.0
23384,1.0
23385,1.0
23386,1.0
23387,1.0
23388,1.0
23389,1.0
23390,1.0
23391,1.0
23392,1.0
23393,1.0
23394,1.0
23395,1.0
23396,1.0
23397,1.0
23398,1.0
23399,1.0
23400,0.5
23401,1.0
23402,1.0
23403,1.0
23404,1.0
23405,1.0
23406,1.0
23407,0.5
23408,0.5
23409,0.5
23410,1.0
23411,1.0
23412,1.0
23413,1.0
23414,1.0
23415,0.5
23416,1.0
23417,1.0
23418,1.0
23419,1.0
23420,1.0
23421,0.5
23422,0.5
23423,1.0
23424,0.0
23425,0.0
23426,1.0
23427,0.5
23428,1.0
23429,0.5
23430,1.0
23431,1.0
23432,1.0
23433,1.0
23434,0.5
23435,1.0
23436,0.5
23437,1.0
23438,0.5
23439,1.0
23440,0.5
23441,1.0
23442,0.5
23443,1.0
23444,1.0
23445,1.0
23446,0.5
23447,0.0
23448,1.0
23449,1.0
23450,1.0
23451,0.5
23452,1.0
23453,1.0
23454,0.0
23455,1.0
23456,0.5
23457,1.0
23458,0.0
23459,1.0
23460,1.0
23461,1.0
23462,1.0
23463,0.5
23464,1.0
23465,1.0
23466,0.5
23467,1.0
23468,1.0
23469,1.0
23470,1.0
23471,1.0
23472,1.0
23473,1.0
23474,1.0
23475,1.0
23476,1.0
23477,1.0
23478,1.0
23479,1.0
23480,1.0
23481,0.5
23482,1.0
23483,1.0
23484,1.0
23485,0.5
23486,1.0
23487,1.0
23488,1.0
23489,1.0
23490,1.0
23491,1.0
23492,1.0
23493,1.0
23494,1.0
23495,1.0
23496,1.0
23497,1.0
23498,1.0
23499,0.5
23500,1.0
23501,1.0
23502,1.0
23503,0.0
23504,1.0
23505,1.0
23506,0.5
23507,1.0
23508,1.0
23509,1.0
23510,1.0
23511,1.0
23512,1.0
23513,1.0
23514,1.0
23515,1.0
23516,1.0
23517,1.0
23518,1.0
23519,1.0
23520,0.5
23521,0.5
23522,1.0
23523,0.5
23524,1.0
23525,1.0
23526,1.0
23527,0.5
23528,1.0
23529,1.0
23530,1.0
23531,1.0
23532,1.0
23533,1.0
23534,1.0
23535,1.0
23536,1.0
23537,1.0
23538,1.0
23539,1.0
23540,0.0
23541,1.0
23542,0.5
23543,0.0
23544,1.0
23545,0.0
23546,1.0
23547,1.0
23548,1.0
23549,1.0
23550,0.5
23551,1.0
23552,0.5
23553,1.0
23554,0.5
23555,0.0
23556,1.0
23557,1.0
23558,1.0
23559,1.0
23560,1.0
23561,0.5
23562,0.5
23563,1.0
23564,1.0
23565,1.0
23566,1.0
23567,0.5
23568,1.0
23569,1.0
23570,1.0
23571,1.0
23572,1.0
23573,1.0
23574,1.0
23575,1.0
23576,0.0
23577,1.0
23578,1.0
23579,1.0
23580,0.0
23581,1.0
23582,1.0
23583,1.0
23584,1.0
23585,0.5
23586,0.5
23587,1.0
23588,0.5
23589,0.5
23590,1.0
23591,1.0
23592,1.0
23593,1.0
23594,1.0
23595,1.0
23596,1.0
23597,1.0
23598,1.0
23599,1.0
23600,1.0
23601,1.0
23602,0.5
23603,1.0
23604,0.5
23605,1.0
23606,1.0
23607,1.0
23608,0.0
23609,1.0
23610,0.5
23611,0.0
23612,0.5
23613,1.0
23614,0.5
23615,0.0
23616,1.0
23617,1.0
23618,0.5
23619,1.0
23620,1.0
23621,0.5
23622,1.0
23623,1.0
23624,1.0
23625,1.0
23626,1.0
23627,1.0
23628,0.5
23629,1.0
23630,1.0
23631,0.0
23632,1.0
23633,1.0
23634,1.0
23635,1.0
23636,0.5
23637,1.0
23638,1.0
23639,1.0
23640,0.5
23641,0.5
23642,1.0
23643,0.5
23644,1.0
23645,1.0
23646,1.0
23647,0.5
23648,1.0
23649,1.0
23650,1.0
23651,0.5
23652,1.0
23653,1.0
23654,0.5
23655,1.0
23656,1.0
23657,1.0
23658,0.0
23659,1.0
23660,1.0
23661,1.0
23662,1.0
23663,1.0
23664,0.5
23665,1.0
23666,0.5
23667,1.0
23668,1.0
23669,1.0
23670,1.0
23671,1.0
23672,0.5
23673,1.0
23674,1.0
23675,1.0
23676,1.0
23677,1.0
23678,1.0
23679,0.5
23680,0.5
23681,1.0
23682,0.5
23683,1.0
23684,0.5
23685,0.0
23686,0.5
23687,1.0
23688,0.5
23689,0.0
23690,1.0
23691,0.0
23692,1.0
23693,1.0
23694,0.5
23695,1.0
23696,0.5
23697,1.0
23698,1.0
23699,0.5
23700,1.0
23701,0.0
23702,1.0
23703,1.0
23704,1.0
23705,1.0
23706,0.0
23707,1.0
23708,1.0
23709,1.0
23710,0.5
23711,1.0
23712,0.5
23713,1.0
23714,1.0
23715,1.0
23716,1.0
23717,1.0
23718,1.0
23719,1.0
23720,1.0
23721,1.0
23722,0.5
23723,1.0
23724,0.5
23725,1.0
23726,1.0
23727,0.5
23728,0.5
23729,1.0
23730,1.0
23731,1.0
23732,0.5
23733,0.5
23734,1.0
23735,1.0
23736,0.5
23737,1.0
23738,1.0
23739,1.0
23740,1.0
23741,1.0
23742,1.0
23743,0.5
23744,1.0
23745,1.0
23746,1.0
23747,1.0
23748,1.0
23749,1.0
23750,1.0
23751,1.0
23752,1.0
23753,0.0
23754,1.0
23755,1.0
23756,0.5
23757,0.5
23758,0.5
23759,1.0
23760,1.0
23761,1.0
23762,1.0
23763,1.0
23764,1.0
23765,0.0
23766,1.0
23767,1.0
23768,1.0
23769,1.0
23770,0.0
23771,1.0
23772,1.0
23773,1.0
23774,1.0
23775,1.0
23776,0.5
23777,1.0
23778,1.0
23779,1.0
23780,1.0
23781,1.0
23782,1.0
23783,1.0
23784,1.0
23785,0.0
23786,1.0
23787,1.0
23788,1.0
23789,1.0
23790,1.0
23791,1.0
23792,0.5
23793,1.0
23794,1.0
23795,1.0
23796,1.0
23797,1.0
23798,1.0
23799,1.0
23800,1.0
23801,1.0
23802,1.0
23803,1.0
23804,1.0
23805,1.0
23806,1.0
23807,1.0
23808,1.0
23809,1.0
23810,1.0
23811,1.0
23812,1.0
23813,1.0
23814,1.0
23815,1.0
23816,1.0
23817,1.0
23818,0.5
23819,0.5
23820,1.0
23821,0.5
23822,1.0
23823,1.0
23824,1.0
23825,1.0
23826,0.5
23827,1.0
23828,1.0
23829,1.0
23830,0.5
23831,1.0
23832,1.0
23833,1.0
23834,1.0
23835,0.5
23836,1.0
23837,1.0
23838,1.0
23839,1.0
23840,0.5
23841,0.5
23842,1.0
23843,1.0
23844,1.0
23845,1.0
23846,1.0
23847,1.0
23848,1.0
23849,0.5
23850,0.5
23851,1.0
23852,0.5
23853,1.0
23854,1.0
23855,1.0
23856,1.0
23857,1.0
23858,0.0
23859,1.0
23860,1.0
23861,0.5
23862,1.0
23863,0.0
23864,0.5
23865,1.0
23866,1.0
23867,1.0
23868,0.5
23869,1.0
23870,0.0
23871,1.0
23872,1.0
23873,1.0
23874,1.0
23875,1.0
23876,1.0
23877,1.0
23878,1.0
23879,1.0
23880,1.0
23881,1.0
23882,1.0
23883,1.0
23884,1.0
23885,0.5
23886,1.0
23887,1.0
23888,0.5
23889,0.5
23890,0.0
23891,1.0
23892,0.0
23893,1.0
23894,1.0
23895,1.0
23896,1.0
23897,0.5
23898,0.5
23899,1.0
23900,0.5
23901,0.5
23902,1.0
23903,1.0
23904,0.5
23905,1.0
23906,1.0
23907,1.0
23908,1.0
23909,1.0
23910,1.0
23911,1.0
23912,1.0
23913,1.0
23914,0.5
23915,1.0
23916,1.0
23917,0.0
23918,1.0
23919,1.0
23920,1.0
23921,1.0
23922,1.0
23923,1.0
23924,1.0
23925,1.0
23926,0.0
23927,0.5
23928,1.0
23929,0.5
23930,1.0
23931,0.5
23932,1.0
23933,1.0
23934,1.0
23935,0.0
23936,1.0
23937,0.5
23938,1.0
23939,1.0
23940,1.0
23941,1.0
23942,1.0
23943,1.0
23944,1.0
23945,0.5
23946,1.0
23947,1.0
23948,1.0
23949,1.0
23950,1.0
23951,1.0
23952,1.0
23953,1.0
23954,1.0
23955,1.0
23956,1.0
23957,1.0
23958,1.0
23959,1.0
23960,1.0
23961,1.0
23962,1.0
23963,1.0
23964,1.0
23965,1.0
23966,1.0
23967,0.0
23968,1.0
23969,1.0
23970,1.0
23971,1.0
23972,1.0
23973,1.0
23974,1.0
23975,1.0
23976,0.5
23977,0.5
23978,1.0
23979,1.0
23980,1.0
23981,1.0
23982,1.0
23983,1.0
23984,1.0
23985,1.0
23986,1.0
23987,1.0
23988,1.0
23989,0.0
23990,1.0
23991,1.0
23992,1.0
23993,1.0
23994,1.0
23995,1.0
23996,1.0
23997,1.0
23998,1.0
23999,1.0
24000,1.0
24001,0.0
24002,0.0
24003,0.0
24004,1.0
24005,1.0
24006,0.0
24007,1.0
24008,1.0
24009,1.0
24010,1.0
24011,1.0
24012,1.0
24013,0.5
24014,1.0
24015,0.5
24016,1.0
24017,1.0
24018,1.0
24019,1.0
24020,1.0
24021,1.0
24022,1.0
24023,1.0
24024,1.0
24025,1.0
24026,1.0
24027,1.0
24028,0.5
24029,0.5
24030,1.0
24031,1.0
24032,1.0
24033,0.0
24034,1.0
24035,1.0
24036,0.0
24037,0.5
24038,0.5
24039,1.0
24040,1.0
24041,0.5
24042,1.0
24043,1.0
24044,1.0
24045,0.5
24046,1.0
24047,1.0
24048,1.0
24049,1.0
24050,1.0
24051,1.0
24052,1.0
24053,1.0
24054,1.0
24055,1.0
24056,1.0
24057,1.0
24058,1.0
24059,1.0
24060,1.0
24061,1.0
24062,0.5
24063,0.5
24064,1.0
24065,0.5
24066,1.0
24067,1.0
24068,1.0
24069,0.0
24070,1.0
24071,1.0
24072,1.0
24073,1.0
24074,1.0
24075,0.5
24076,1.0
24077,1.0
24078,1.0
24079,1.0
24080,1.0
24081,1.0
24082,1.0
24083,1.0
24084,1.0
24085,0.5
24086,1.0
24087,1.0
24088,1.0
24089,0.5
24090,1.0
24091,1.0
24092,1.0
24093,1.0
24094,1.0
24095,1.0
24096,1.0
24097,1.0
24098,1.0
24099,1.0
24100,1.0
24101,1.0
24102,1.0
24103,1.0
24104,1.0
24105,1.0
24106,1.0
24107,0.0
24108,1.0
24109,0.0
24110,1.0
24111,1.0
24112,1.0
24113,1.0
24114,1.0
24115,1.0
24116,1.0
24117,1.0
24118,1.0
24119,1.0
24120,1.0
24121,1.0
24122,0.5
24123,0.0
24124,1.0
24125,1.0
24126,0.0
24127,1.0
24128,1.0
24129,0.0
24130,1.0
24131,1.0
24132,1.0
24133,1.0
24134,0.5
24135,1.0
24136,1.0
24137,1.0
24138,1.0
24139,1.0
24140,1.0
24141,1.0
24142,1.0
24143,1.0
24144,1.0
24145,1.0
24146,1.0
24147,0.0
24148,1.0
24149,0.5
24150,0.5
24151,1.0
24152,1.0
24153,0.5
24154,1.0
24155,1.0
24156,1.0
24157,1.0
24158,0.5
24159,1.0
24160,1.0
24161,1.0
24162,0.0
24163,1.0
24164,1.0
24165,1.0
24166,0.5
24167,1.0
24168,1.0
24169,1.0
24170,0.5
24171,1.0
24172,1.0
24173,1.0
24174,1.0
24175,0.0
24176,0.5
24177,1.0
24178,1.0
24179,1.0
24180,1.0
24181,1.0
24182,1.0
24183,1.0
24184,1.0
24185,1.0
24186,1.0
24187,1.0
24188,1.0
24189,0.5
24190,1.0
24191,1.0
24192,1.0
24193,1.0
24194,1.0
24195,1.0
24196,0.0
24197,1.0
24198,1.0
24199,1.0
24200,1.0
24201,0.5
24202,1.0
24203,1.0
24204,0.5
24205,1.0
24206,1.0
24207,0.5
24208,1.0
24209,1.0
24210,1.0
24211,1.0
24212,1.0
24213,1.0
24214,0.5
24215,0.5
24216,0.5
24217,1.0
24218,1.0
24219,1.0
24220,1.0
24221,0.5
24222,1.0
24223,1.0
24224,1.0
24225,0.5
24226,1.0
24227,0.5
24228,1.0
24229,1.0
24230,1.0
24231,0.0
24232,0.0
24233,1.0
24234,0.5
24235,0.0
24236,1.0
24237,1.0
24238,1.0
24239,0.5
24240,1.0
24241,1.0
24242,0.5
24243,0.5
24244,0.5
24245,0.5
24246,1.0
24247,1.0
24248,1.0
24249,1.0
24250,1.0
24251,1.0
24252,1.0
24253,1.0
24254,0.5
24255,0.5
24256,1.0
24257,1.0
24258,1.0
24259,1.0
24260,1.0
24261,0.5
24262,1.0
24263,1.0
24264,0.5
24265,1.0
24266,1.0
24267,0.5
24268,1.0
24269,1.0
24270,1.0
24271,1.0
24272,1.0
24273,0.0
24274,1.0
24275,1.0
24276,0.0
24277,1.0
24278,1.0
24279,0.5
24280,1.0
24281,0.5
24282,1.0
24283,0.5
24284,1.0
24285,1.0
24286,1.0
24287,1.0
24288,1.0
24289,0.5
24290,1.0
24291,1.0
24292,1.0
24293,1.0
24294,1.0
24295,1.0
24296,1.0
24297,1.0
24298,1.0
24299,1.0
24300,1.0
24301,1.0
24302,1.0
24303,1.0
24304,1.0
24305,1.0
24306,1.0
24307,1.0
24308,1.0
24309,1.0
24310,0.5
24311,0.5
24312,1.0
24313,1.0
24314,0.5
24315,1.0
24316,0.0
24317,0.0
24318,1.0
24319,1.0
24320,0.5
24321,1.0
24322,1.0
24323,1.0
24324,1.0
24325,1.0
24326,1.0
24327,1.0
24328,1.0
24329,1.0
24330,0.0
24331,0.0
24332,0.5
24333,1.0
24334,1.0
24335,1.0
24336,0.5
24337,0.5
24338,1.0
24339,1.0
24340,1.0
24341,1.0
24342,0.0
24343,0.5
24344,1.0
24345,1.0
24346,1.0
24347,1.0
24348,0.0
24349,1.0
24350,1.0
24351,1.0
24352,0.0
24353,0.5
24354,1.0
24355,0.5
24356,0.5
24357,1.0
24358,1.0
24359,1.0
24360,1.0
24361,0.0
24362,1.0
24363,0.5
24364,1.0
24365,1.0
24366,1.0
24367,1.0
24368,1.0
24369,1.0
24370,0.5
24371,1.0
24372,1.0
24373,0.0
24374,0.5
24375,0.0
24376,0.5
24377,0.5
24378,1.0
24379,1.0
24380,0.5
24381,1.0
24382,1.0
24383,1.0
24384,0.5
24385,1.0
24386,1.0
24387,1.0
24388,1.0
24389,1.0
24390,0.5
24391,1.0
24392,1.0
24393,1.0
24394,1.0
24395,1.0
24396,1.0
24397,0.5
24398,1.0
24399,1.0
24400,1.0
24401,1.0
24402,1.0
24403,1.0
24404,1.0
24405,1.0
24406,1.0
24407,1.0
24408,0.5
24409,1.0
24410,1.0
24411,0.0
24412,1.0
24413,1.0
24414,1.0
24415,1.0
24416,1.0
24417,0.5
24418,1.0
24419,1.0
24420,1.0
24421,0.5
24422,1.0
24423,0.5
24424,1.0
24425,1.0
24426,1.0
24427,1.0
24428,0.5
24429,1.0
24430,1.0
24431,1.0
24432,1.0
24433,1.0
24434,1.0
24435,1.0
24436,1.0
24437,1.0
24438,1.0
24439,0.0
24440,1.0
24441,1.0
24442,1.0
24443,1.0
24444,1.0
24445,1.0
24446,1.0
24447,1.0
24448,1.0
24449,0.0
24450,0.5
24451,1.0
24452,1.0
24453,1.0
24454,1.0
24455,0.5
24456,0.5
24457,1.0
24458,1.0
24459,0.5
24460,1.0
24461,1.0
24462,1.0
24463,1.0
24464,1.0
24465,0.0
24466,1.0
24467,1.0
24468,0.5
24469,0.0
24470,1.0
24471,0.0
24472,1.0
24473,1.0
24474,1.0
24475,1.0
24476,1.0
24477,0.5
24478,1.0
24479,0.5
24480,1.0
24481,1.0
24482,1.0
24483,1.0
24484,1.0
24485,0.5
24486,1.0
24487,0.0
24488,0.5
24489,1.0
24490,0.5
24491,0.0
24492,1.0
24493,1.0
24494,1.0
24495,1.0
24496,1.0
24497,1.0
24498,1.0
24499,1.0
24500,1.0
24501,0.5
24502,1.0
24503,1.0
24504,1.0
24505,1.0
24506,0.0
24507,1.0
24508,0.5
24509,1.0
24510,1.0
24511,0.0
24512,1.0
24513,1.0
24514,0.5
24515,1.0
24516,1.0
24517,1.0
24518,1.0
24519,1.0
24520,1.0
24521,1.0
24522,0.5
24523,1.0
24524,1.0
24525,1.0
24526,1.0
24527,1.0
24528,1.0
24529,1.0
24530,0.5
24531,1.0
24532,0.5
24533,1.0
24534,1.0
24535,1.0
24536,1.0
24537,1.0
24538,1.0
24539,0.5
24540,0.5
24541,1.0
24542,1.0
24543,1.0
24544,0.5
24545,1.0
24546,1.0
24547,1.0
24548,1.0
24549,1.0
24550,1.0
24551,0.0
24552,1.0
24553,1.0
24554,1.0
24555,0.5
24556,1.0
24557,1.0
24558,1.0
24559,1.0
24560,0.5
24561,0.0
24562,1.0
24563,1.0
24564,1.0
24565,1.0
24566,1.0
24567,1.0
24568,1.0
24569,1.0
24570,1.0
24571,1.0
24572,1.0
24573,1.0
24574,1.0
24575,0.5
24576,1.0
24577,0.0
24578,0.5
24579,1.0
24580,1.0
24581,1.0
24582,1.0
24583,1.0
24584,1.0
24585,1.0
24586,1.0
24587,1.0
24588,1.0
24589,1.0
24590,1.0
24591,1.0
24592,0.5
24593,0.5
24594,1.0
24595,1.0
24596,0.5
24597,1.0
24598,0.5
24599,0.0
24600,1.0
24601,1.0
24602,0.5
24603,0.5
24604,1.0
24605,1.0
24606,1.0
24607,1.0
24608,1.0
24609,1.0
24610,1.0
24611,0.5
24612,1.0
24613,1.0
24614,1.0
24615,1.0
24616,1.0
24617,0.0
24618,1.0
24619,1.0
24620,0.5
24621,1.0
24622,1.0
24623,1.0
24624,1.0
24625,0.5
24626,1.0
24627,1.0
24628,1.0
24629,1.0
24630,1.0
24631,0.0
24632,1.0
24633,1.0
24634,1.0
24635,1.0
24636,1.0
24637,0.0
24638,1.0
24639,1.0
24640,0.5
24641,0.5
24642,1.0
24643,1.0
24644,1.0
24645,1.0
24646,1.0
24647,0.5
24648,1.0
24649,1.0
24650,0.0
24651,1.0
24652,1.0
24653,1.0
24654,1.0
24655,1.0
24656,1.0
24657,1.0
24658,1.0
24659,0.5
24660,1.0
24661,1.0
24662,1.0
24663,1.0
24664,1.0
24665,1.0
24666,1.0
24667,1.0
24668,1.0
24669,1.0
24670,1.0
24671,0.0
24672,1.0
24673,1.0
24674,1.0
24675,0.0
24676,1.0
24677,1.0
24678,1.0
24679,1.0
24680,1.0
24681,1.0
24682,1.0
24683,1.0
24684,1.0
24685,1.0
